"protein__id","gene__name","group","replicate","variable","value"
"P60546","gmk","Ampicillin",2,"lfq",25.9845
"P60546","gmk","Ampicillin",3,"lfq",26.9319
"P60546","gmk","Cefotaxime",1,"lfq",26.0185
"P60546","gmk","Cefotaxime",2,"lfq",26.4661
"P60546","gmk","Cefotaxime",3,"lfq",26.8785
"P60546","gmk","Impipenem",1,"lfq",25.7799
"P60546","gmk","Impipenem",2,"lfq",26.4039
"P60546","gmk","Impipenem",3,"lfq",25.454
"P60546","gmk","Ciprofloxacin",1,"lfq",26.6934
"P60546","gmk","Ciprofloxacin",2,"lfq",26.8754
"P60546","gmk","Ciprofloxacin",3,"lfq",27.0731
"P60546","gmk","Control",1,"lfq",26.1354
"P60546","gmk","Control",2,"lfq",25.7553
"P60546","gmk","Control",3,"lfq",26.7766
"P60595","hisH","Ampicillin",1,"lfq",25.5102
"P60595","hisH","Ampicillin",2,"lfq",26.5581
"P60595","hisH","Ampicillin",3,"lfq",25.2534
"P60595","hisH","Cefotaxime",1,"lfq",23.1551
"P60595","hisH","Cefotaxime",2,"lfq",23.903
"P60595","hisH","Cefotaxime",3,"lfq",26.1223
"P60595","hisH","Impipenem",1,"lfq",24.3093
"P60595","hisH","Impipenem",2,"lfq",24.2843
"P60595","hisH","Impipenem",3,"lfq",22.953
"P60595","hisH","Ciprofloxacin",1,"lfq",25.6317
"P60595","hisH","Ciprofloxacin",2,"lfq",25.7311
"P60595","hisH","Ciprofloxacin",3,"lfq",25.5799
"P60595","hisH","Control",1,"lfq",25.9064
"P60595","hisH","Control",2,"lfq",24.1522
"P60595","hisH","Control",3,"lfq",25.8195
"P60624","rplX","Ampicillin",1,"lfq",31.5416
"P60624","rplX","Ampicillin",2,"lfq",31.2295
"P60624","rplX","Ampicillin",3,"lfq",31.7135
"P60624","rplX","Cefotaxime",1,"lfq",31.5691
"P60624","rplX","Cefotaxime",2,"lfq",31.4694
"P60624","rplX","Cefotaxime",3,"lfq",31.5711
"P60624","rplX","Impipenem",1,"lfq",31.3105
"P60624","rplX","Impipenem",2,"lfq",31.4692
"P60624","rplX","Impipenem",3,"lfq",31.1851
"P60624","rplX","Ciprofloxacin",1,"lfq",32.4067
"P60624","rplX","Ciprofloxacin",2,"lfq",32.4353
"P60624","rplX","Ciprofloxacin",3,"lfq",32.9052
"P60624","rplX","Control",1,"lfq",31.4144
"P60624","rplX","Control",2,"lfq",31.4744
"P60624","rplX","Control",3,"lfq",31.686
"P60651","speB","Ampicillin",1,"lfq",29.7193
"P60651","speB","Ampicillin",2,"lfq",29.6681
"P60651","speB","Ampicillin",3,"lfq",29.4914
"P60651","speB","Cefotaxime",1,"lfq",30.2548
"P60651","speB","Cefotaxime",2,"lfq",29.8404
"P60651","speB","Cefotaxime",3,"lfq",29.4263
"P60651","speB","Impipenem",1,"lfq",29.774
"P60651","speB","Impipenem",2,"lfq",29.6037
"P60651","speB","Impipenem",3,"lfq",29.8691
"P60651","speB","Ciprofloxacin",1,"lfq",29.194
"P60651","speB","Ciprofloxacin",2,"lfq",29.1037
"P60651","speB","Ciprofloxacin",3,"lfq",28.9772
"P60651","speB","Control",1,"lfq",29.7639
"P60651","speB","Control",2,"lfq",29.8395
"P60651","speB","Control",3,"lfq",29.9111
"P60664","hisF","Ampicillin",1,"lfq",26.477
"P60664","hisF","Ampicillin",2,"lfq",26.6461
"P60664","hisF","Ampicillin",3,"lfq",25.4564
"P60664","hisF","Cefotaxime",1,"lfq",26.0765
"P60664","hisF","Cefotaxime",2,"lfq",25.7682
"P60664","hisF","Cefotaxime",3,"lfq",25.2078
"P60664","hisF","Impipenem",1,"lfq",25.5224
"P60664","hisF","Impipenem",2,"lfq",25.69
"P60664","hisF","Impipenem",3,"lfq",25.8065
"P60664","hisF","Ciprofloxacin",1,"lfq",24.7572
"P60664","hisF","Ciprofloxacin",2,"lfq",25.9504
"P60664","hisF","Ciprofloxacin",3,"lfq",22.8303
"P60664","hisF","Control",1,"lfq",26.4164
"P60664","hisF","Control",2,"lfq",25.4691
"P60664","hisF","Control",3,"lfq",26.0029
"P60716","lipA","Ampicillin",1,"lfq",25.0058
"P60716","lipA","Ampicillin",2,"lfq",25.079
"P60716","lipA","Ampicillin",3,"lfq",23.7871
"P60716","lipA","Cefotaxime",1,"lfq",26.8118
"P60716","lipA","Cefotaxime",2,"lfq",27.6258
"P60716","lipA","Cefotaxime",3,"lfq",26.633
"P60716","lipA","Impipenem",1,"lfq",26.9858
"P60716","lipA","Impipenem",2,"lfq",26.1144
"P60716","lipA","Impipenem",3,"lfq",27.047
"P60716","lipA","Ciprofloxacin",1,"lfq",23.5578
"P60716","lipA","Ciprofloxacin",2,"lfq",24.8449
"P60716","lipA","Ciprofloxacin",3,"lfq",25.4029
"P60716","lipA","Control",1,"lfq",23.7986
"P60716","lipA","Control",2,"lfq",24.4206
"P60716","lipA","Control",3,"lfq",26.1125
"P60723","rplD","Ampicillin",1,"lfq",31.2627
"P60723","rplD","Ampicillin",2,"lfq",31.0943
"P60723","rplD","Ampicillin",3,"lfq",31.5431
"P60723","rplD","Cefotaxime",1,"lfq",31.2798
"P60723","rplD","Cefotaxime",2,"lfq",31.1168
"P60723","rplD","Cefotaxime",3,"lfq",31.4564
"P60723","rplD","Impipenem",1,"lfq",30.6199
"P60723","rplD","Impipenem",2,"lfq",30.7704
"P60723","rplD","Impipenem",3,"lfq",31.0064
"P60723","rplD","Ciprofloxacin",1,"lfq",31.5788
"P60723","rplD","Ciprofloxacin",2,"lfq",31.0721
"P60723","rplD","Ciprofloxacin",3,"lfq",31.4144
"P60723","rplD","Control",1,"lfq",30.4035
"P60723","rplD","Control",2,"lfq",30.7651
"P60723","rplD","Control",3,"lfq",30.5216
"P60757","hisG","Ampicillin",1,"lfq",27.7192
"P60757","hisG","Ampicillin",2,"lfq",27.2659
"P60757","hisG","Ampicillin",3,"lfq",25.9429
"P60757","hisG","Cefotaxime",1,"lfq",27.837
"P60757","hisG","Cefotaxime",2,"lfq",28.0403
"P60757","hisG","Cefotaxime",3,"lfq",27.1383
"P60757","hisG","Impipenem",1,"lfq",27.5353
"P60757","hisG","Impipenem",2,"lfq",27.2015
"P60757","hisG","Impipenem",3,"lfq",26.8385
"P60757","hisG","Ciprofloxacin",1,"lfq",26.9409
"P60757","hisG","Ciprofloxacin",2,"lfq",27.3179
"P60757","hisG","Ciprofloxacin",3,"lfq",27.4129
"P60757","hisG","Control",1,"lfq",28.1561
"P60757","hisG","Control",2,"lfq",27.324
"P60757","hisG","Control",3,"lfq",27.2071
"P60785","lepA","Ampicillin",1,"lfq",25.869
"P60785","lepA","Ampicillin",2,"lfq",26.6061
"P60785","lepA","Ampicillin",3,"lfq",25.8713
"P60785","lepA","Cefotaxime",1,"lfq",25.8612
"P60785","lepA","Cefotaxime",2,"lfq",25.4957
"P60785","lepA","Cefotaxime",3,"lfq",24.4334
"P60785","lepA","Impipenem",1,"lfq",26.3569
"P60785","lepA","Impipenem",2,"lfq",26.0231
"P60785","lepA","Impipenem",3,"lfq",25.5473
"P60785","lepA","Ciprofloxacin",1,"lfq",25.8468
"P60785","lepA","Ciprofloxacin",2,"lfq",26.0635
"P60785","lepA","Ciprofloxacin",3,"lfq",25.993
"P60785","lepA","Control",1,"lfq",27.0405
"P60785","lepA","Control",2,"lfq",25.6004
"P60785","lepA","Control",3,"lfq",26.1968
"P60906","hisS","Ampicillin",1,"lfq",28.4625
"P60906","hisS","Ampicillin",2,"lfq",28.5608
"P60906","hisS","Ampicillin",3,"lfq",28.7852
"P60906","hisS","Cefotaxime",1,"lfq",28.5832
"P60906","hisS","Cefotaxime",2,"lfq",27.9352
"P60906","hisS","Cefotaxime",3,"lfq",28.0757
"P60906","hisS","Impipenem",1,"lfq",28.3791
"P60906","hisS","Impipenem",2,"lfq",28.2126
"P60906","hisS","Impipenem",3,"lfq",27.8639
"P60906","hisS","Ciprofloxacin",1,"lfq",28.7396
"P60906","hisS","Ciprofloxacin",2,"lfq",28.5895
"P60906","hisS","Ciprofloxacin",3,"lfq",29.1433
"P60906","hisS","Control",1,"lfq",28.5045
"P60906","hisS","Control",2,"lfq",28.2921
"P60906","hisS","Control",3,"lfq",28.6657
"P61175","rplV","Ampicillin",1,"lfq",31.5839
"P61175","rplV","Ampicillin",2,"lfq",32.0919
"P61175","rplV","Ampicillin",3,"lfq",31.4603
"P61175","rplV","Cefotaxime",1,"lfq",32.2344
"P61175","rplV","Cefotaxime",2,"lfq",32.1173
"P61175","rplV","Cefotaxime",3,"lfq",32.5114
"P61175","rplV","Impipenem",1,"lfq",32.1957
"P61175","rplV","Impipenem",2,"lfq",32.4129
"P61175","rplV","Impipenem",3,"lfq",32.2601
"P61175","rplV","Ciprofloxacin",1,"lfq",32.2631
"P61175","rplV","Ciprofloxacin",2,"lfq",32.4708
"P61175","rplV","Ciprofloxacin",3,"lfq",32.9192
"P61175","rplV","Control",1,"lfq",32.8899
"P61175","rplV","Control",2,"lfq",32.4341
"P61175","rplV","Control",3,"lfq",32.7002
"P61316","lolA","Ampicillin",1,"lfq",25.9553
"P61316","lolA","Ampicillin",2,"lfq",25.7015
"P61316","lolA","Ampicillin",3,"lfq",26.4847
"P61316","lolA","Cefotaxime",1,"lfq",25.9511
"P61316","lolA","Cefotaxime",2,"lfq",23.8853
"P61316","lolA","Cefotaxime",3,"lfq",25.6949
"P61316","lolA","Impipenem",1,"lfq",25.8708
"P61316","lolA","Impipenem",2,"lfq",26.1421
"P61316","lolA","Impipenem",3,"lfq",26.2116
"P61316","lolA","Ciprofloxacin",1,"lfq",26.2695
"P61316","lolA","Ciprofloxacin",2,"lfq",26.1305
"P61316","lolA","Ciprofloxacin",3,"lfq",26.1511
"P61316","lolA","Control",1,"lfq",25.1981
"P61316","lolA","Control",2,"lfq",25.5206
"P61316","lolA","Control",3,"lfq",26.2662
"P61517","can","Ampicillin",1,"lfq",27.761
"P61517","can","Ampicillin",2,"lfq",27.4944
"P61517","can","Ampicillin",3,"lfq",27.9705
"P61517","can","Cefotaxime",1,"lfq",28.2461
"P61517","can","Cefotaxime",2,"lfq",28.715
"P61517","can","Cefotaxime",3,"lfq",28.423
"P61517","can","Impipenem",1,"lfq",27.7735
"P61517","can","Impipenem",2,"lfq",27.6532
"P61517","can","Impipenem",3,"lfq",27.727
"P61517","can","Ciprofloxacin",1,"lfq",28.2128
"P61517","can","Ciprofloxacin",2,"lfq",28.8109
"P61517","can","Ciprofloxacin",3,"lfq",28.3539
"P61517","can","Control",1,"lfq",27.311
"P61517","can","Control",2,"lfq",27.8591
"P61517","can","Control",3,"lfq",27.9443
"P61714","ribE","Ampicillin",1,"lfq",30.4829
"P61714","ribE","Ampicillin",2,"lfq",30.6768
"P61714","ribE","Ampicillin",3,"lfq",30.8653
"P61714","ribE","Cefotaxime",1,"lfq",31.5146
"P61714","ribE","Cefotaxime",2,"lfq",31.175
"P61714","ribE","Cefotaxime",3,"lfq",31.098
"P61714","ribE","Impipenem",1,"lfq",31.1976
"P61714","ribE","Impipenem",2,"lfq",30.8921
"P61714","ribE","Impipenem",3,"lfq",31.4219
"P61714","ribE","Ciprofloxacin",1,"lfq",31.3161
"P61714","ribE","Ciprofloxacin",2,"lfq",30.9048
"P61714","ribE","Ciprofloxacin",3,"lfq",30.8358
"P61714","ribE","Control",1,"lfq",30.9742
"P61714","ribE","Control",2,"lfq",31.1925
"P61714","ribE","Control",3,"lfq",31.1221
"P61889","mdh","Ampicillin",1,"lfq",34.8562
"P61889","mdh","Ampicillin",2,"lfq",34.8961
"P61889","mdh","Ampicillin",3,"lfq",34.6175
"P61889","mdh","Cefotaxime",1,"lfq",34.6175
"P61889","mdh","Cefotaxime",2,"lfq",34.4519
"P61889","mdh","Cefotaxime",3,"lfq",34.7032
"P61889","mdh","Impipenem",1,"lfq",34.6687
"P61889","mdh","Impipenem",2,"lfq",34.8772
"P61889","mdh","Impipenem",3,"lfq",35.0364
"P61889","mdh","Ciprofloxacin",1,"lfq",34.9088
"P61889","mdh","Ciprofloxacin",2,"lfq",35.1089
"P61889","mdh","Ciprofloxacin",3,"lfq",35.0378
"P61889","mdh","Control",1,"lfq",34.8854
"P61889","mdh","Control",2,"lfq",34.7276
"P61889","mdh","Control",3,"lfq",34.6108
"P61949","fldA","Ampicillin",1,"lfq",30.2784
"P61949","fldA","Ampicillin",2,"lfq",29.3244
"P61949","fldA","Ampicillin",3,"lfq",31.0573
"P61949","fldA","Cefotaxime",1,"lfq",29.92
"P61949","fldA","Cefotaxime",2,"lfq",31.4593
"P61949","fldA","Cefotaxime",3,"lfq",30.4578
"P61949","fldA","Impipenem",1,"lfq",28.893
"P61949","fldA","Impipenem",2,"lfq",28.8476
"P61949","fldA","Impipenem",3,"lfq",30.0718
"P61949","fldA","Ciprofloxacin",1,"lfq",29.3077
"P61949","fldA","Ciprofloxacin",2,"lfq",29.3586
"P61949","fldA","Ciprofloxacin",3,"lfq",28.6098
"P61949","fldA","Control",1,"lfq",29.8648
"P61949","fldA","Control",2,"lfq",29.3134
"P61949","fldA","Control",3,"lfq",28.8891
"P62399","rplE","Ampicillin",1,"lfq",32.982
"P62399","rplE","Ampicillin",2,"lfq",33.1443
"P62399","rplE","Ampicillin",3,"lfq",33.3969
"P62399","rplE","Cefotaxime",1,"lfq",33.7193
"P62399","rplE","Cefotaxime",2,"lfq",33.1778
"P62399","rplE","Cefotaxime",3,"lfq",33.8218
"P62399","rplE","Impipenem",1,"lfq",33.6573
"P62399","rplE","Impipenem",2,"lfq",33.5594
"P62399","rplE","Impipenem",3,"lfq",33.1013
"P62399","rplE","Ciprofloxacin",1,"lfq",33.97
"P62399","rplE","Ciprofloxacin",2,"lfq",33.8251
"P62399","rplE","Ciprofloxacin",3,"lfq",33.7133
"P62399","rplE","Control",1,"lfq",33.2699
"P62399","rplE","Control",2,"lfq",33.502
"P62399","rplE","Control",3,"lfq",33.4786
"P62617","ispF","Ampicillin",1,"lfq",25.2479
"P62617","ispF","Ampicillin",2,"lfq",25.4511
"P62617","ispF","Ampicillin",3,"lfq",24.1048
"P62617","ispF","Cefotaxime",1,"lfq",26.6508
"P62617","ispF","Cefotaxime",2,"lfq",23.7866
"P62617","ispF","Cefotaxime",3,"lfq",24.4754
"P62617","ispF","Impipenem",1,"lfq",26.036
"P62617","ispF","Impipenem",2,"lfq",25.833
"P62617","ispF","Impipenem",3,"lfq",25.0405
"P62617","ispF","Ciprofloxacin",1,"lfq",26.0544
"P62617","ispF","Ciprofloxacin",2,"lfq",23.2768
"P62617","ispF","Ciprofloxacin",3,"lfq",24.504
"P62617","ispF","Control",1,"lfq",26.1442
"P62617","ispF","Control",2,"lfq",24.1556
"P62617","ispF","Control",3,"lfq",25.233
"P62620","ispG","Ampicillin",1,"lfq",25.6725
"P62620","ispG","Ampicillin",2,"lfq",26.9465
"P62620","ispG","Ampicillin",3,"lfq",23.917
"P62620","ispG","Cefotaxime",1,"lfq",26.1284
"P62620","ispG","Cefotaxime",2,"lfq",26.1615
"P62620","ispG","Cefotaxime",3,"lfq",26.0167
"P62620","ispG","Impipenem",1,"lfq",26.9079
"P62620","ispG","Impipenem",2,"lfq",26.906
"P62620","ispG","Impipenem",3,"lfq",25.8203
"P62620","ispG","Ciprofloxacin",1,"lfq",26.8895
"P62620","ispG","Ciprofloxacin",2,"lfq",27.0055
"P62620","ispG","Ciprofloxacin",3,"lfq",26.5713
"P62620","ispG","Control",1,"lfq",23.3826
"P62620","ispG","Control",2,"lfq",25.9121
"P62620","ispG","Control",3,"lfq",26.0614
"P62707","gpmA","Ampicillin",1,"lfq",32.2336
"P62707","gpmA","Ampicillin",2,"lfq",32.4497
"P62707","gpmA","Ampicillin",3,"lfq",32.4299
"P62707","gpmA","Cefotaxime",1,"lfq",31.7742
"P62707","gpmA","Cefotaxime",2,"lfq",32.379
"P62707","gpmA","Cefotaxime",3,"lfq",31.8593
"P62707","gpmA","Impipenem",1,"lfq",31.8346
"P62707","gpmA","Impipenem",2,"lfq",31.837
"P62707","gpmA","Impipenem",3,"lfq",31.8853
"P62707","gpmA","Ciprofloxacin",1,"lfq",31.7068
"P62707","gpmA","Ciprofloxacin",2,"lfq",32.2911
"P62707","gpmA","Ciprofloxacin",3,"lfq",32.3375
"P62707","gpmA","Control",1,"lfq",31.7481
"P62707","gpmA","Control",2,"lfq",31.9476
"P62707","gpmA","Control",3,"lfq",32.2113
"P62768","yaeH","Ampicillin",1,"lfq",26.5983
"P62768","yaeH","Ampicillin",2,"lfq",27.0249
"P62768","yaeH","Ampicillin",3,"lfq",26.8371
"P62768","yaeH","Cefotaxime",1,"lfq",25.7619
"P62768","yaeH","Cefotaxime",2,"lfq",25.201
"P62768","yaeH","Cefotaxime",3,"lfq",26.1926
"P62768","yaeH","Impipenem",1,"lfq",27.1331
"P62768","yaeH","Impipenem",2,"lfq",26.5902
"P62768","yaeH","Impipenem",3,"lfq",26.3131
"P62768","yaeH","Ciprofloxacin",1,"lfq",26.9392
"P62768","yaeH","Ciprofloxacin",2,"lfq",26.3984
"P62768","yaeH","Ciprofloxacin",3,"lfq",24.9549
"P62768","yaeH","Control",1,"lfq",26.6071
"P62768","yaeH","Control",2,"lfq",26.3815
"P62768","yaeH","Control",3,"lfq",27.3416
"P63020","nfuA","Ampicillin",1,"lfq",27.6091
"P63020","nfuA","Ampicillin",2,"lfq",26.5764
"P63020","nfuA","Ampicillin",3,"lfq",28.3937
"P63020","nfuA","Cefotaxime",1,"lfq",27.5446
"P63020","nfuA","Cefotaxime",2,"lfq",28.0098
"P63020","nfuA","Cefotaxime",3,"lfq",27.4517
"P63020","nfuA","Impipenem",1,"lfq",26.1381
"P63020","nfuA","Impipenem",2,"lfq",26.8134
"P63020","nfuA","Impipenem",3,"lfq",26.6878
"P63020","nfuA","Ciprofloxacin",1,"lfq",26.9738
"P63020","nfuA","Ciprofloxacin",2,"lfq",27.1317
"P63020","nfuA","Ciprofloxacin",3,"lfq",26.8215
"P63020","nfuA","Control",1,"lfq",26.397
"P63020","nfuA","Control",2,"lfq",26.612
"P63020","nfuA","Control",3,"lfq",27.1518
"P63224","gmhA","Ampicillin",1,"lfq",31.3472
"P63224","gmhA","Ampicillin",2,"lfq",31.1335
"P63224","gmhA","Ampicillin",3,"lfq",30.8722
"P63224","gmhA","Cefotaxime",1,"lfq",31.0858
"P63224","gmhA","Cefotaxime",2,"lfq",31.029
"P63224","gmhA","Cefotaxime",3,"lfq",31.3074
"P63224","gmhA","Impipenem",1,"lfq",30.7839
"P63224","gmhA","Impipenem",2,"lfq",31.1817
"P63224","gmhA","Impipenem",3,"lfq",31.3256
"P63224","gmhA","Ciprofloxacin",1,"lfq",30.5592
"P63224","gmhA","Ciprofloxacin",2,"lfq",30.6279
"P63224","gmhA","Ciprofloxacin",3,"lfq",30.9077
"P63224","gmhA","Control",1,"lfq",30.9067
"P63224","gmhA","Control",2,"lfq",30.8383
"P63224","gmhA","Control",3,"lfq",31.3345
"P63228","gmhB","Ampicillin",1,"lfq",26.8866
"P63228","gmhB","Ampicillin",2,"lfq",27.0976
"P63228","gmhB","Ampicillin",3,"lfq",27.0665
"P63228","gmhB","Cefotaxime",1,"lfq",27.004
"P63228","gmhB","Cefotaxime",2,"lfq",27.0238
"P63228","gmhB","Cefotaxime",3,"lfq",27.7023
"P63228","gmhB","Impipenem",1,"lfq",27.5055
"P63228","gmhB","Impipenem",2,"lfq",26.9833
"P63228","gmhB","Impipenem",3,"lfq",27.4687
"P63228","gmhB","Ciprofloxacin",1,"lfq",27.2786
"P63228","gmhB","Ciprofloxacin",2,"lfq",27.8133
"P63228","gmhB","Ciprofloxacin",3,"lfq",27.498
"P63228","gmhB","Control",1,"lfq",26.9862
"P63228","gmhB","Control",2,"lfq",27.3416
"P63228","gmhB","Control",3,"lfq",27.3355
"P63235","gadC","Ampicillin",1,"lfq",24.7663
"P63235","gadC","Ampicillin",2,"lfq",25.1481
"P63235","gadC","Ampicillin",3,"lfq",24.8575
"P63235","gadC","Cefotaxime",1,"lfq",24.4615
"P63235","gadC","Cefotaxime",2,"lfq",25.0723
"P63235","gadC","Cefotaxime",3,"lfq",24.9697
"P63235","gadC","Impipenem",1,"lfq",24.181
"P63235","gadC","Impipenem",2,"lfq",24.362
"P63235","gadC","Impipenem",3,"lfq",24.6611
"P63235","gadC","Ciprofloxacin",1,"lfq",23.7187
"P63235","gadC","Ciprofloxacin",2,"lfq",24.5084
"P63235","gadC","Ciprofloxacin",3,"lfq",25.6049
"P63235","gadC","Control",1,"lfq",24.7657
"P63235","gadC","Control",2,"lfq",25.3443
"P63235","gadC","Control",3,"lfq",25.7409
"P63284","clpB","Ampicillin",1,"lfq",32.1583
"P63284","clpB","Ampicillin",2,"lfq",32.0772
"P63284","clpB","Ampicillin",3,"lfq",31.9642
"P63284","clpB","Cefotaxime",1,"lfq",32.0341
"P63284","clpB","Cefotaxime",2,"lfq",32.0504
"P63284","clpB","Cefotaxime",3,"lfq",31.6517
"P63284","clpB","Impipenem",1,"lfq",32.0142
"P63284","clpB","Impipenem",2,"lfq",31.9528
"P63284","clpB","Impipenem",3,"lfq",31.5664
"P63284","clpB","Ciprofloxacin",1,"lfq",30.7748
"P63284","clpB","Ciprofloxacin",2,"lfq",31.3982
"P63284","clpB","Ciprofloxacin",3,"lfq",31.0071
"P63284","clpB","Control",1,"lfq",32.1054
"P63284","clpB","Control",2,"lfq",32.0392
"P63284","clpB","Control",3,"lfq",32.0998
"P63417","yhbS","Ampicillin",1,"lfq",28.978
"P63417","yhbS","Ampicillin",2,"lfq",29.1963
"P63417","yhbS","Ampicillin",3,"lfq",28.123
"P63417","yhbS","Cefotaxime",1,"lfq",29.0252
"P63417","yhbS","Cefotaxime",2,"lfq",28.4149
"P63417","yhbS","Cefotaxime",3,"lfq",29.2405
"P63417","yhbS","Impipenem",1,"lfq",29.0812
"P63417","yhbS","Impipenem",2,"lfq",29.0609
"P63417","yhbS","Impipenem",3,"lfq",29.5407
"P63417","yhbS","Ciprofloxacin",1,"lfq",28.5459
"P63417","yhbS","Ciprofloxacin",2,"lfq",28.884
"P63417","yhbS","Ciprofloxacin",3,"lfq",28.336
"P63417","yhbS","Control",1,"lfq",28.8238
"P63417","yhbS","Control",2,"lfq",28.0714
"P63417","yhbS","Control",3,"lfq",28.5801
"P64455","ydcY","Ampicillin",1,"lfq",24.0205
"P64455","ydcY","Ampicillin",2,"lfq",24.3446
"P64455","ydcY","Ampicillin",3,"lfq",23.3116
"P64455","ydcY","Cefotaxime",1,"lfq",26.1098
"P64455","ydcY","Cefotaxime",2,"lfq",23.8606
"P64455","ydcY","Cefotaxime",3,"lfq",24.3305
"P64455","ydcY","Impipenem",1,"lfq",27.9445
"P64455","ydcY","Impipenem",2,"lfq",27.4731
"P64455","ydcY","Impipenem",3,"lfq",26.4993
"P64455","ydcY","Ciprofloxacin",1,"lfq",27.3962
"P64455","ydcY","Ciprofloxacin",2,"lfq",27.3623
"P64455","ydcY","Ciprofloxacin",3,"lfq",25.4577
"P64455","ydcY","Control",1,"lfq",25.2809
"P64455","ydcY","Control",2,"lfq",24.2099
"P64455","ydcY","Control",3,"lfq",26.1026
"P64503","yebV","Ampicillin",1,"lfq",26.1707
"P64503","yebV","Ampicillin",2,"lfq",26.2072
"P64503","yebV","Ampicillin",3,"lfq",27.0749
"P64503","yebV","Cefotaxime",1,"lfq",26.7061
"P64503","yebV","Cefotaxime",2,"lfq",27.1201
"P64503","yebV","Cefotaxime",3,"lfq",26.4231
"P64503","yebV","Impipenem",1,"lfq",26.8927
"P64503","yebV","Impipenem",2,"lfq",26.4459
"P64503","yebV","Impipenem",3,"lfq",26.5606
"P64503","yebV","Ciprofloxacin",1,"lfq",23.7635
"P64503","yebV","Ciprofloxacin",2,"lfq",26.7354
"P64503","yebV","Ciprofloxacin",3,"lfq",24.0704
"P64503","yebV","Control",1,"lfq",25.5271
"P64503","yebV","Control",2,"lfq",27.1177
"P64503","yebV","Control",3,"lfq",27.6151
"P64506","yebY","Ampicillin",1,"lfq",24.4212
"P64506","yebY","Ampicillin",2,"lfq",24.9066
"P64506","yebY","Ampicillin",3,"lfq",25.9625
"P64506","yebY","Cefotaxime",1,"lfq",26.566
"P64506","yebY","Cefotaxime",2,"lfq",26.5453
"P64506","yebY","Cefotaxime",3,"lfq",26.2772
"P64506","yebY","Impipenem",1,"lfq",25.7479
"P64506","yebY","Impipenem",2,"lfq",26.5385
"P64506","yebY","Impipenem",3,"lfq",25.7903
"P64506","yebY","Ciprofloxacin",1,"lfq",24.716
"P64506","yebY","Ciprofloxacin",2,"lfq",25.5223
"P64506","yebY","Ciprofloxacin",3,"lfq",24.0952
"P64506","yebY","Control",1,"lfq",24.5827
"P64506","yebY","Control",2,"lfq",25.1275
"P64506","yebY","Control",3,"lfq",25.5066
"P64519","yodD","Ampicillin",1,"lfq",26.6462
"P64519","yodD","Ampicillin",2,"lfq",27.9375
"P64519","yodD","Ampicillin",3,"lfq",26.996
"P64519","yodD","Cefotaxime",1,"lfq",27.3503
"P64519","yodD","Cefotaxime",2,"lfq",28.0257
"P64519","yodD","Cefotaxime",3,"lfq",29.2068
"P64519","yodD","Impipenem",1,"lfq",28.4776
"P64519","yodD","Impipenem",2,"lfq",27.8376
"P64519","yodD","Impipenem",3,"lfq",24.2977
"P64519","yodD","Ciprofloxacin",1,"lfq",24.3288
"P64519","yodD","Ciprofloxacin",2,"lfq",25.907
"P64519","yodD","Ciprofloxacin",3,"lfq",24.7354
"P64519","yodD","Control",1,"lfq",27.5941
"P64519","yodD","Control",2,"lfq",27.7385
"P64519","yodD","Control",3,"lfq",28.503
"P64554","queE","Ampicillin",1,"lfq",24.5954
"P64554","queE","Ampicillin",2,"lfq",24.4114
"P64554","queE","Ampicillin",3,"lfq",23.5564
"P64554","queE","Cefotaxime",1,"lfq",25.3395
"P64554","queE","Cefotaxime",2,"lfq",25.3097
"P64554","queE","Cefotaxime",3,"lfq",25.8876
"P64554","queE","Impipenem",1,"lfq",25.9243
"P64554","queE","Impipenem",2,"lfq",25.8433
"P64554","queE","Impipenem",3,"lfq",24.9759
"P64554","queE","Ciprofloxacin",1,"lfq",26.7954
"P64554","queE","Ciprofloxacin",2,"lfq",25.4145
"P64554","queE","Ciprofloxacin",3,"lfq",25.5272
"P64554","queE","Control",1,"lfq",24.6219
"P64554","queE","Control",2,"lfq",24.2602
"P64554","queE","Control",3,"lfq",24.9038
"P64559","cptB","Ampicillin",1,"lfq",25.4243
"P64559","cptB","Ampicillin",2,"lfq",23.5088
"P64559","cptB","Ampicillin",3,"lfq",23.9902
"P64559","cptB","Cefotaxime",1,"lfq",24.064
"P64559","cptB","Cefotaxime",2,"lfq",23.6347
"P64559","cptB","Cefotaxime",3,"lfq",27.7798
"P64559","cptB","Impipenem",1,"lfq",24.8124
"P64559","cptB","Impipenem",2,"lfq",23.2161
"P64559","cptB","Impipenem",3,"lfq",24.3172
"P64559","cptB","Ciprofloxacin",1,"lfq",27.7337
"P64559","cptB","Ciprofloxacin",2,"lfq",27.6225
"P64559","cptB","Ciprofloxacin",3,"lfq",27.8766
"P64559","cptB","Control",1,"lfq",27.491
"P64559","cptB","Control",2,"lfq",28.0654
"P64559","cptB","Control",3,"lfq",24.3676
"P64581","yqjD","Ampicillin",1,"lfq",29.4605
"P64581","yqjD","Ampicillin",2,"lfq",30.1967
"P64581","yqjD","Ampicillin",3,"lfq",30.1554
"P64581","yqjD","Cefotaxime",1,"lfq",28.7693
"P64581","yqjD","Cefotaxime",2,"lfq",30.2334
"P64581","yqjD","Cefotaxime",3,"lfq",28.9597
"P64581","yqjD","Impipenem",1,"lfq",28.3982
"P64581","yqjD","Impipenem",2,"lfq",28.1982
